id,order_id,item_id
460,88,205
461,88,2
462,89,257
463,89,203
464,89,121
465,89,186
466,90,146
467,90,149
468,90,225
469,90,201
470,90,27
471,90,113
472,91,207
473,91,110
474,91,254
475,91,195
476,91,3
477,91,172
478,91,172
479,91,96
480,91,95
481,91,215
482,92,226
483,92,72
484,92,107
485,92,41
486,92,233
487,92,228
488,92,197
489,93,233
490,93,93
491,93,154
492,93,73
493,94,8
494,94,56
495,94,38
496,94,160
497,94,52
498,94,78
499,94,230
500,95,185
501,95,222
502,95,140
503,95,188
504,95,159
505,95,197
506,95,131
507,95,198
508,95,208
509,96,256
510,96,86
511,96,50
512,96,53
513,97,50
514,97,80
515,97,219
516,97,197
517,97,182
518,97,97
519,98,244
520,98,208
521,98,209
522,98,60
523,98,220
524,98,242
525,98,173
526,98,27
527,98,184
528,99,119
529,99,186
530,99,242
531,99,73
532,99,75
533,99,6
534,99,15
535,99,22
536,100,228
537,100,47
538,100,223
539,100,198
540,100,161
541,100,236
542,100,75
543,100,234
544,101,223
545,101,172
546,101,7
547,101,233
548,102,65
549,102,84
550,102,121
551,102,39
552,102,201
553,102,127
554,102,16
555,102,116
556,103,106
557,103,241
558,103,141
559,103,198
560,103,145
561,103,257
562,103,52
563,103,247
564,103,200
565,103,251
566,104,222
567,104,104
568,104,58
569,105,211
570,105,38
571,105,121
572,105,178
573,105,197
574,105,195
575,105,144
576,105,64
577,105,217
578,105,12
579,106,99
580,106,89
581,106,205
582,106,183
583,107,94
584,107,17
585,107,61
586,107,20
587,107,117
588,107,225
589,108,229
590,108,60
591,108,136
592,108,50
593,108,82
594,108,242
595,108,110
596,108,157
597,108,127
598,109,104
599,109,181
600,109,237
601,109,240
602,109,40
603,109,245
604,109,110
605,110,168
606,110,120
607,110,232
608,110,131
609,110,69
610,110,52
611,110,68
612,111,167
613,111,181
614,111,180
615,111,176
616,111,245
617,111,49
618,111,165
619,111,232
620,111,177
621,112,100
622,112,83
623,112,229
624,112,216
625,112,20
626,112,197
627,112,218
628,112,148
629,112,189
630,113,72
631,113,109
632,113,211
633,114,222
634,114,98
635,114,116
636,114,205
637,114,165
638,114,70
639,115,128
640,115,48
641,115,5
642,115,13
643,116,227
644,116,18
645,116,20
646,116,30
647,117,89
648,117,130
649,117,231
650,117,156
651,117,154
652,117,188
653,117,159
654,117,232
655,117,73
656,118,222
657,119,88
658,119,37
659,119,9
660,119,138
661,119,166
662,119,91
663,119,30
664,119,158
665,119,73
666,120,231
667,120,40
668,120,25
669,120,140
670,120,141
671,121,214
672,121,173
673,121,200
674,121,36
675,121,202
676,121,56
677,121,212
678,122,22
679,122,251
680,123,17
681,123,196
682,123,220
683,123,177
684,123,172
685,123,124
686,123,119
687,123,247
688,123,143
689,123,90
690,124,126
691,124,77
692,124,121
693,125,128
694,125,47
695,125,226
696,125,37
697,125,249
698,125,61
699,125,216
700,125,225
701,125,208
702,126,35
703,126,115
704,126,227
705,126,250
706,126,176
707,126,97
708,127,7
709,127,143
710,127,83
711,127,219
712,128,12
713,128,211
714,128,47
715,128,81
716,128,95
717,128,209
718,128,40
719,128,164
720,128,20
721,129,157
722,129,62
723,129,117
724,129,257
725,129,128
726,129,221
727,129,178
728,129,205
729,130,181
730,130,110
731,130,44
732,130,123
733,130,104
734,130,247
735,130,210
736,130,190
737,130,101
738,130,206
739,131,258
740,131,219
741,131,69
742,131,74
743,131,83
744,131,246
745,131,166
746,132,81
747,132,124
748,132,70
749,132,199
750,132,226
751,132,215
752,132,172
753,133,39
754,133,184
755,133,176
756,134,99
757,134,106
758,134,102
759,135,161
760,135,68
761,135,197
762,135,149
763,136,134
764,136,253
765,136,50
766,136,186
767,136,218
768,136,32
769,136,172
770,137,233
771,137,227
772,138,3
773,138,85
774,138,83
775,138,116
776,138,154
777,138,145
778,139,143
779,139,61
780,139,1
781,139,126
782,139,68
783,139,18
784,139,162
785,139,141
786,140,233
787,140,141
788,141,116
789,141,130
790,141,228
791,141,154
792,141,234
793,141,38
794,142,87
795,142,194
796,142,94
797,143,237
798,143,250
799,143,51
800,143,181
801,143,173
802,143,39
803,143,90
804,144,212
805,144,194
806,144,112
807,144,230
808,144,6
809,144,259
810,144,143
811,144,259
812,144,93
813,144,217
814,145,211
815,146,51
816,146,19
817,147,152
818,147,24
819,147,3
820,147,207
821,147,117
822,148,115
823,148,28
824,148,244
825,149,75
826,149,237
827,149,46
828,150,254
829,150,173
830,150,105
831,150,165
832,150,230
833,151,237
834,151,154
835,151,112
836,151,32
837,152,15
838,152,174
839,152,246
840,152,248
841,152,103
842,153,27
843,153,24
844,153,14
845,153,156
846,153,28
847,153,229
848,153,51
849,154,225
850,154,154
851,155,215
852,155,66
853,155,110
854,155,200
855,155,86
856,155,240
857,155,121
858,155,211
859,155,44
860,156,205
861,156,53
862,156,19
863,156,185
864,156,69
865,156,225
866,156,231
867,156,101
868,156,151
869,156,170
870,157,68
871,157,24
872,157,140
873,157,192
874,157,243
875,157,152
876,158,145
877,158,133
878,158,193
879,158,10
880,158,189
881,159,198
882,159,74
883,159,114
884,159,111
885,159,99
886,159,124
887,159,30
888,160,138
889,160,125
890,160,128
891,160,123
892,160,32
893,160,255
894,160,235
895,160,92
896,160,71
897,161,249
898,161,87
899,161,235
900,161,22
901,161,180
902,161,163
903,161,91
904,161,29
905,161,135
906,161,208
907,162,228
908,162,122
909,162,188
910,162,213
911,163,107
912,164,75
913,164,80
914,164,133
915,164,249
916,164,173
917,164,86
918,165,61
919,165,228
920,165,236
921,165,200
922,166,175
923,166,227
924,166,126
925,167,72
926,167,52
927,167,64
928,167,250
929,167,226
930,167,85
931,167,154
932,167,213
933,167,127
934,167,125
935,168,229
936,168,184
937,168,163
938,168,89
939,168,216
940,168,33
941,169,28
942,169,5
943,169,117
944,169,154
945,169,73
946,170,245
947,170,251
948,170,66
949,170,14
950,170,126
951,170,185
952,170,70
953,170,15
954,171,53
955,171,180
956,171,84
957,171,97
958,171,118
959,171,101
960,171,92
961,171,198
962,171,120
963,171,162
964,172,153
965,172,19
966,173,97
967,173,135
968,173,4
969,173,5
970,173,150
971,173,192
972,173,131
973,173,86
974,174,136
975,174,238
976,174,236
977,174,167
978,174,6
979,174,116
980,174,76
981,174,190
982,175,95
983,175,217
984,175,170
985,175,26
986,175,147
987,175,103
988,176,174
989,176,134
990,176,210
991,176,218
992,176,92
993,177,101
994,177,49
995,177,238
996,177,126
997,177,123
998,177,50
999,177,232
1000,177,159
1001,178,256
1002,178,31
1003,178,209
1004,178,108
1005,178,35
1006,178,248
1007,178,134
1008,178,58
1009,179,109
1010,179,42
1011,179,185
1012,179,187
1013,179,112
1014,179,32
1015,179,184
1016,179,39
1017,180,221
1018,180,259
1019,180,194
1020,180,139
1021,180,167
1022,180,179
1023,180,144
1024,180,176
1025,180,173
1026,180,79
1027,181,10
1028,181,175
1029,181,212
1030,181,20
1031,182,149
1032,182,49
1033,182,16
1034,182,181
1035,182,214
1036,182,31
1037,182,199
1038,183,48
1039,183,37
1040,183,154
1041,183,143
1042,183,175
1043,183,96
1044,183,126
1045,183,155
1046,184,71
1047,184,231
1048,184,28
1049,185,260
1050,185,223
1051,185,1
1052,186,259
1053,186,120
1054,186,1
1055,186,45
1056,186,259
1057,187,107
1058,187,150
1059,187,110
1060,187,176
1061,187,215
1062,187,112
1063,187,21
1064,188,78
1065,188,197
1066,188,193
1067,188,130
1068,188,94
1069,189,228
1070,189,249
1071,189,227
1072,189,12
1073,189,258
1074,190,248
1075,190,66
1076,190,110
1077,190,87
1078,191,132
1079,191,63
1080,191,115
1081,191,89
1082,191,154
1083,191,3
1084,191,196
1085,191,231
1086,191,236
1087,191,104
1088,192,65
1089,192,78
1090,192,185
1091,192,190
1092,192,101
1093,192,225
1094,192,240
1095,192,53
1096,193,76
1097,194,6
1098,195,84
1099,195,132
1100,195,142
1101,195,226
1102,196,4
1103,197,184
1104,197,122
1105,197,40
1106,197,86
1107,197,23
1108,197,229
1109,197,58
1110,198,218
1111,199,219
1112,199,43
1113,199,112
1114,199,125
1115,199,29
1116,199,221
1117,199,85
1118,199,178
1119,199,8
1120,199,82
1121,200,44
1122,200,220
1123,200,172
1124,201,51
1125,201,129
1126,201,115
1127,201,14
1128,201,157
1129,201,32
1130,201,40
1131,201,212
1132,202,91
1133,202,30
1134,202,171
1135,202,257
1136,202,71
1137,202,22
1138,202,222
1139,202,234
1140,202,64
1141,203,93
1142,203,43
1143,203,242
1144,203,204
1145,203,222
1146,203,136
1147,203,236
1148,203,151
1149,204,74
1150,204,73
1151,204,54
1152,204,156
1153,204,4
1154,204,249
1155,205,77
1156,205,187
1157,205,237
1158,205,5
1159,205,193
1160,205,92
1161,205,66
1162,205,33
1163,205,97
1164,205,19
1165,206,103
1166,206,160
1167,206,249
1168,206,209
1169,206,188
1170,206,216
1171,207,69
1172,208,148
1173,208,24
1174,208,81
1175,208,29
1176,208,65
1177,208,53
1178,208,185
1179,208,147
1180,209,165
1181,209,122
1182,209,212
1183,209,79
1184,209,139
1185,209,216
1186,209,14
1187,209,216
1188,209,51
1189,210,148
1190,210,78
1191,210,64
1192,211,55
1193,212,52
1194,212,245
1195,212,75
1196,212,73
1197,212,116
1198,212,259
1199,212,202
1200,213,177
1201,213,219
1202,213,155
1203,213,52
1204,213,107
1205,213,49
1206,213,245
1207,213,31
1208,213,219
1209,213,88
1210,214,192
1211,214,61
1212,214,44
1213,214,8
1214,214,191
1215,214,255
1216,214,19
1217,214,120
1218,214,115
1219,214,125
1220,215,148
1221,215,230
1222,215,247
1223,215,78
1224,215,47
1225,215,249
1226,215,68
1227,215,4
1228,215,102
1229,215,206
1230,216,71
1231,216,29
1232,216,93
1233,216,244
1234,216,110
1235,216,225
1236,216,24
1237,216,77
1238,216,74
1239,216,133
1240,217,206
1241,217,140
1242,217,22
1243,217,197
1244,218,33
1245,218,180
1246,219,232
1247,219,66
1248,219,111
1249,219,234
1250,219,27
1251,219,2
1252,219,183
1253,220,135
1254,220,97
1255,220,176
1256,220,16
1257,220,9
1258,221,80
1259,221,23
1260,221,223
1261,221,218
1262,222,118
1263,222,169
1264,222,208
1265,222,124
1266,222,34
1267,222,160
1268,222,74
1269,222,153
1270,223,175
1271,223,8
1272,223,120
1273,223,230
1274,224,223
1275,224,139
1276,224,47
1277,224,37
1278,224,90
1279,224,130
1280,224,185
1281,225,20
1282,225,240
1283,225,239
1284,225,187
1285,225,76
1286,225,98
1287,225,100
1288,225,53
1289,225,225
1290,225,241
1291,226,119
1292,226,203
1293,226,144
1294,226,229
1295,226,136
1296,226,6
1297,227,23
1298,227,19
1299,227,154
1300,227,42
1301,227,95
1302,228,98
1303,228,214
1304,229,208
1305,229,84
1306,229,28
1307,229,116
1308,229,57
1309,229,149
1310,229,13
1311,229,60
1312,229,125
1313,230,104
1314,231,20
1315,231,24
1316,231,208
1317,231,260
1318,231,70
1319,231,11
1320,231,191
1321,231,162
1322,231,228
1323,231,199
1324,232,32
1325,232,224
1326,232,162
1327,232,9
1328,232,156
1329,232,121
1330,232,161
1331,232,166
1332,233,189
1333,233,86
1334,233,200
1335,233,100
1336,233,128
1337,234,234
1338,234,183
1339,234,125
1340,234,72
1341,234,167
1342,235,196
1343,235,178
1344,236,254
1345,237,58
1346,237,96
1347,237,239
1348,237,249
1349,237,90
1350,237,189
1351,237,168
1352,238,170
1353,238,196
1354,238,97
1355,238,14
1356,238,246
1357,238,196
1358,238,181
1359,239,27
1360,239,213
1361,240,187
1362,240,158
1363,240,229
1364,240,102
1365,240,177
1366,240,110
1367,240,30
1368,240,222
1369,241,197
1370,241,93
1371,242,225
1372,242,249
1373,242,5
1374,242,223
1375,242,78
1376,242,137
1377,242,120
1378,242,180
1379,242,208
1380,242,205
1381,243,179
1382,244,68
1383,244,140
1384,244,182
1385,244,90
1386,244,151
1387,244,235
1388,244,160
1389,244,101
1390,244,5
1391,245,41
1392,245,151
1393,245,127
1394,245,27
1395,245,233
1396,245,256
1397,245,260
1398,246,131
1399,246,172
1400,246,163
1401,246,4
1402,246,256
1403,246,51
1404,246,209
1405,246,206
1406,247,154
1407,247,199
1408,247,173
1409,247,3
1410,247,70
1411,247,53
1412,247,175
1413,247,177
1414,248,236
1415,248,118
1416,249,106
1417,249,42
1418,249,227
1419,249,166
1420,250,223
1421,250,63
1422,250,100
1423,250,106
1424,250,77
1425,250,74
1426,250,131
1427,251,43
1428,251,119
1429,251,20
1430,251,31
1431,251,234
1432,251,186
1433,251,95
1434,252,222
1435,252,35
1436,252,122
1437,252,169
1438,252,4
1439,253,193
1440,253,239
1441,253,164
1442,253,66
1443,253,98
1444,253,85
1445,254,23
1446,254,42
1447,254,127
1448,254,6
1449,254,189
1450,254,195
1451,254,197
1452,254,55
1453,255,128
1454,255,130
1455,255,76
1456,255,163
1457,255,206
1458,255,7
1459,256,112
1460,256,210
1461,257,244
1462,257,152
1463,258,54
1464,258,152
1465,259,91
1466,259,12
1467,259,214
1468,259,115
1469,259,91
1470,259,201
1471,260,90
1472,261,197
1473,261,138
1474,262,36
1475,262,150
1476,263,64
1477,263,96
1478,263,258
1479,263,183
1480,263,29
1481,263,182
1482,263,164
1483,263,67
1484,263,90
1485,263,149
1486,264,105
1487,264,216
1488,264,48
1489,264,36
1490,264,241
1491,264,93
1492,264,82
1493,265,253
1494,265,59
1495,265,233
1496,265,124
1497,265,230
1498,265,254
1499,265,131
1500,266,52
1501,267,91
1502,267,108
1503,267,152
1504,267,208
1505,267,173
1506,267,139
1507,267,13
1508,268,66
1509,268,23
1510,268,232
1511,268,151
1512,269,71
1513,269,228
1514,269,166
1515,269,100
1516,270,134
1517,270,121
1518,270,246
1519,270,21
1520,270,107
1521,270,186
1522,270,48
1523,270,46
1524,270,74
1525,270,40
1526,271,45
1527,271,115
1528,271,227
1529,271,201
1530,271,84
1531,271,19
1532,271,203
1533,271,206
1534,271,109
1535,271,81
1536,272,192
1537,272,222
1538,272,49
1539,272,39
1540,272,67
1541,272,251
1542,272,49
1543,272,69
1544,273,147
1545,273,58
1546,273,221
1547,273,100
1548,273,156
1549,273,85
1550,273,40
1551,274,241
1552,274,96
1553,274,35
1554,274,124
1555,274,123
1556,274,36
1557,274,223
1558,275,51
1559,275,5
1560,275,22
1561,275,208
1562,275,153
1563,275,17
1564,275,232
1565,275,98
1566,276,7
1567,276,207
1568,276,12
1569,276,188
1570,276,170
1571,276,239
1572,277,16
1573,277,148
1574,277,8
1575,277,213
1576,278,86
1577,278,79
1578,278,30
1579,278,134
1580,278,52
1581,278,18
1582,278,62
1583,278,128
1584,278,18
1585,279,228
1586,279,250
1587,279,64
1588,279,118
1589,279,245
1590,279,129
1591,279,216
1592,280,181
1593,280,236
1594,280,128
1595,280,247
1596,280,251
1597,280,244
1598,280,160
1599,280,89
1600,281,180
1601,281,152
1602,281,167
1603,281,123
1604,281,195
1605,281,237
1606,282,75
1607,282,154
1608,282,32
1609,282,133
1610,282,52
1611,282,247
1612,282,2
1613,283,139
1614,283,239
1615,283,55
1616,283,228
1617,283,90
1618,284,154
1619,284,168
1620,285,20
1621,285,130
1622,285,86
1623,285,166
1624,286,178
1625,286,34
1626,286,187
1627,286,23
1628,286,102
1629,286,131
1630,287,181
1631,287,14
1632,287,233
1633,287,205
1634,287,119
1635,287,74
1636,287,217
1637,287,216
1638,287,47
1639,288,27
1640,288,197
1641,288,158
1642,288,218
1643,288,223
1644,288,137
1645,289,257
1646,289,217
1647,289,13
1648,289,239
1649,289,207
1650,289,97
1651,289,160
1652,289,111
1653,290,200
1654,290,185
1655,291,38
1656,291,29
1657,291,148
1658,291,179
1659,291,80
1660,291,199
1661,291,198
1662,291,20
1663,291,106
1664,292,249
1665,292,6
1666,292,167
1667,292,163
1668,292,158
1669,292,42
1670,292,18
1671,292,46
1672,292,148
1673,293,150
1674,294,167
1675,294,138
1676,294,96
1677,294,211
1678,294,157
1679,294,79
1680,295,184
1681,295,212
1682,296,210
1683,296,151
1684,296,123
1685,296,222
1686,296,152
1687,297,194
1688,297,173
1689,297,132
1690,297,88
1691,297,107
1692,297,209
1693,297,31
1694,297,240
1695,297,248
1696,297,33
1697,298,217
1698,298,148
1699,298,209
1700,298,75
1701,298,2
1702,298,46
1703,298,172
1704,298,227
1705,299,211
1706,299,94
1707,299,109
1708,299,49
1709,299,105
1710,299,150
1711,299,100
1712,299,61
1713,299,44
1714,300,28
1715,300,232
1716,300,6
1717,300,223
1718,300,100
1719,300,166
1720,300,64
1721,301,158
1722,301,157
1723,301,235
1724,301,138
1725,302,142
1726,302,225
1727,302,152
1728,302,56
1729,302,114
1730,302,210
1731,302,63
1732,302,133
1733,303,214
1734,303,53
1735,303,19
1736,304,117
1737,304,115
1738,304,57
1739,304,15
1740,304,220
1741,304,11
1742,304,77
1743,304,36
1744,305,20
1745,305,211
1746,305,107
1747,305,56
1748,305,176
1749,305,204
1750,305,80
1751,305,189
1752,306,206
1753,306,109
1754,306,235
1755,306,48
1756,306,192
1757,307,32
1758,307,27
1759,307,184
1760,307,194
1761,307,60
1762,307,23
1763,307,105
1764,307,6
1765,307,222
1766,308,171
1767,308,120
1768,308,155
1769,309,241
1770,309,34
1771,309,106
1772,309,40
1773,309,193
1774,309,209
1775,309,79
1776,309,46
1777,310,69
1778,310,160
1779,310,208
1780,310,188
1781,310,31
1782,310,88
1783,310,28
1784,310,75
1785,310,246
1786,311,171
1787,311,52
1788,311,195
1789,311,177
1790,311,10
1791,311,176
1792,311,105
1793,311,207
1794,311,254
1795,311,96
1796,312,246
1797,312,77
1798,312,69
1799,312,154
1800,313,247
1801,313,47
1802,314,223
1803,314,159
1804,315,123
1805,315,123
1806,315,128
1807,315,235
1808,315,151
1809,316,98
1810,316,109
1811,316,245
1812,316,237
1813,316,122
1814,316,149
1815,316,6
1816,316,87
1817,316,170
1818,316,47
1819,317,44
1820,317,231
1821,317,25
1822,317,8
1823,318,198
1824,318,6
1825,318,251
1826,318,229
1827,318,193
1828,318,58
1829,318,1
1830,318,257
1831,319,72
1832,319,26
1833,319,223
1834,319,85
1835,319,166
1836,319,166
1837,319,251
1838,320,110
1839,321,141
1840,321,18
1841,321,113
1842,321,5
1843,321,152
1844,321,117
1845,321,189
1846,322,13
1847,322,211
1848,322,252
1849,322,125
1850,322,88
1851,322,47
1852,322,220
1853,323,81
1854,323,125
1855,323,15
1856,323,78
1857,323,168
1858,323,156
1859,323,157
1860,323,136
1861,324,141
1862,324,149
1863,324,68
1864,324,241
1865,324,155
1866,324,77
1867,325,7
1868,325,100
1869,326,34
1870,326,30
1871,326,122
1872,326,25
1873,327,96
1874,327,131
1875,327,186
1876,327,22
1877,327,48
1878,327,212
1879,327,98
1880,327,40
1881,328,211
1882,329,26
1883,330,185
1884,330,70
1885,330,253
1886,330,217
1887,330,104
1888,330,252
1889,331,194
1890,331,151
1891,331,185
1892,331,150
1893,331,26
1894,331,55
1895,331,50
1896,331,89
1897,331,10
1898,331,164
1899,332,226
1900,332,218
1901,332,29
1902,332,102
1903,332,156
1904,332,7
1905,332,42
1906,333,122
1907,333,204
1908,333,245
1909,333,218
1910,333,221
1911,333,140
1912,333,247
1913,334,188
1914,335,33
1915,336,218
1916,336,144
1917,336,141
1918,337,77
1919,337,244
1920,337,33
1921,337,187
1922,337,117
1923,337,108
1924,337,154
1925,337,83
1926,338,231
1927,338,234
1928,338,93
1929,338,124
1930,338,32
1931,338,226
1932,338,133
1933,339,234
1934,339,55
1935,339,91
1936,339,148
1937,339,115
1938,339,67
1939,339,117
1940,340,66
1941,340,224
1942,340,226
1943,340,70
1944,340,106
1945,341,24
1946,341,181
1947,342,54
1948,342,205
1949,342,230
1950,342,139
1951,342,229
1952,342,181
1953,342,164
1954,342,58
1955,342,121
1956,342,193
1957,343,96
1958,343,259
1959,343,16
1960,343,257
1961,343,232
1962,343,198
1963,343,215
1964,343,10
1965,343,174
1966,344,185
1967,344,197
1968,344,53
1969,345,79
1970,345,181
1971,345,202
1972,345,260
1973,345,136
1974,345,71
1975,345,211
1976,345,213
1977,345,85
1978,346,233
1979,346,202
1980,347,139
1981,348,138
1982,348,209
1983,348,176
1984,348,71
1985,348,46
1986,348,39
1987,348,219
1988,348,2
1989,349,91
1990,349,207
1991,349,235
1992,349,198
1993,349,141
1994,349,30
1995,350,191
1996,350,95
1997,350,81
1998,350,145
1999,351,212
2000,351,13
2001,351,125
2002,352,88
2003,352,180
2004,352,256
2005,352,85
2006,352,217
2007,352,12
2008,352,203
2009,352,7
2010,352,113
2011,352,80
2012,353,241
2013,353,192
2014,353,110
2015,353,65
2016,354,145
2017,354,235
2018,354,175
2019,354,177
2020,354,63
2021,355,188
2022,355,43
2023,355,196
2024,356,163
2025,356,127
2026,356,13
2027,356,260
2028,356,8
2029,356,44
2030,356,68
2031,356,237
2032,356,19
2033,356,234
2034,357,223
2035,357,32
2036,357,50
2037,358,34
2038,358,77
2039,358,60
2040,358,57
2041,358,51
2042,358,54
2043,358,42
2044,358,244
2045,358,159
2046,359,106
2047,359,136
2048,359,5
2049,359,257
2050,359,176
2051,359,238
2052,359,86
2053,359,134
2054,359,90
2055,359,166
2056,360,196
2057,360,145
2058,360,87
2059,360,89
2060,360,99
2061,360,82
2062,360,196
2063,361,212
2064,361,213
2065,361,104
2066,361,101
2067,361,202
2068,361,185
2069,361,75
2070,361,159
2071,361,182
2072,362,26
2073,362,141
2074,362,83
2075,362,214
2076,363,67
2077,363,141
2078,363,238
2079,363,98
2080,363,146
2081,364,46
2082,365,190
2083,365,133
2084,366,158
2085,366,26
2086,366,138
2087,366,138
2088,366,196
2089,366,203
2090,366,93
2091,366,200
2092,366,24
2093,366,49
2094,367,249
2095,367,25
2096,367,202
2097,367,203
2098,367,177
2099,367,116
2100,367,142
2101,367,136
2102,367,211
2103,368,1
2104,368,115
2105,368,191
2106,368,127
2107,368,185
2108,368,161
2109,368,34
2110,368,96
2111,368,51
2112,368,43
2113,369,120
2114,369,96
2115,369,108
2116,369,96
2117,369,170
2118,369,135
2119,369,79
2120,369,246
2121,369,88
2122,370,172
2123,370,14
2124,370,230
2125,371,49
2126,371,78
2127,371,245
2128,371,174
2129,371,148
2130,371,109
2131,371,217
2132,372,188
2133,372,72
2134,372,246
2135,372,177
2136,372,122
2137,372,126
2138,372,217
2139,372,156
